reviewId,sentenceId,text,aspect_term,polarity
_316,1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll,1
_317,1338124:3,The Yellowtail was particularly good as well.,Yellowtail,1
_318,1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",all you can eat deal,-1
_319,1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",all you can eat deal,-1
_320,1338124:5,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",place,1
_321,1340075:0,Big Wong gets big Ups for a fine establishment.,Big Wong,1
_322,1340075:1,"They have it all -- great price, food, and service.",food,1
_323,1340075:1,"They have it all -- great price, food, and service.",service,1
_324,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,-1
_325,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,waiters,1
_326,1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,1
_327,1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,1
_328,1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,1
_329,1340075:5,The takeout is great too since they give high quality tupperware as well.,takeout,1
_330,1340075:6,This place is always very crowded and popular.,place,1
_331,1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,Caesar Salad,1
_332,1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,arugula and goat cheese,1
_333,1341354:2,We both opted for a pasta dish and they were served timely and fresh.,pasta dish,1
_334,1341354:3,"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu,1
_335,1341354:3,"We concluded with tiramisu chocolate cake, both were delicious.",chocolate cake,1
_336,1347423:0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,restaurant,1
_337,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,1
_338,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,1
_339,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,1
_340,1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,1
_341,1349391:0,sometimes i get good food and ok service.,food,1
_342,1349391:0,sometimes i get good food and ok service.,service,0
_343,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,-1
_344,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,-1
_345,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,-1
_346,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,1
_347,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,dishes,1
_348,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,wine,1
_349,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,atmosphere,1
_350,1352948:1,And where does Patis go wrong; no where. ,Patis,1
_351,1352948:3,And evaluated on those terms Pastis is simply wonderful.,Pastis,1
_352,1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,1
_353,1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,1
_354,1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,-1
_355,1353599:2,My friend got the mushroom pizza which tasted better.,mushroom pizza,1
_356,1353599:3,The sangria was pretty tasty and good on a hot muggy day.,sangria,1
_357,1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,place,0
_358,1357554:0,I started out with a Bombay beer which was big enough for two.,Bombay beer,1
_359,1357554:3,"Service was slow, but the people were friendly.",Service,-1
_360,1357554:3,"Service was slow, but the people were friendly.",people,1
_361,1357554:4,It's a nice place to relax and have conversation.,place,1
_362,1367358:1,The food is authentic Italian - delicious!,food,1
_363,1367358:2,"Pizza is terrific, as is homemade pasta.",Pizza,1
_364,1367358:2,"Pizza is terrific, as is homemade pasta.",homemade pasta,1
_365,1367358:3,"Ambience is delightful, service impeccable.",Ambience,1
_366,1367358:3,"Ambience is delightful, service impeccable.",service,1
_367,1380450:0,I'm still mad that i had to pay for lousy food.,food,-1
_368,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,-1
_369,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,tuna,-1
_370,1380450:2,Service was also horrible and the ambience is not that great.,Service,-1
_371,1380450:2,Service was also horrible and the ambience is not that great.,ambience,-1
_372,1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,place,1
_373,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,food,1
_374,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,service,1
_375,1387314:2,The filet mignon dish was superb!,filet mignon dish,1
_376,1387314:4,It's a small cute restaurant.,restaurant,1
_377,1390357:0,I absolutely love this place!!!,place,1
_378,1390357:2,"I like the ambience, it's very dark and original.",ambience,1
_379,1390357:4,The sushi is amazing!!! ,sushi,1
_380,1394712:0,Very affordable and excellent ambient!,ambient,1
_381,1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef and noodle soup dishes,-1
_382,1394712:3,We won't go to this place again for a good meal.,meal,-1
_383,1394712:4,"However, I think this place is a good hang out spot.",place,1
_384,1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,place,1
_385,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,1
_386,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,1
_387,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,1
_388,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,1
_389,1395421:4,Check this place out!,place,1
_390,1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,-1
_391,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables,-1
_392,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,0
_393,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,-1
_394,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,-1
_395,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,-1
_396,1398844:4,Service is not what one would expect from a joint in this price category.,Service,-1
_397,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,service,-1
_398,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,1
_399,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Teodora,-1
_400,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,meals,-1
_401,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,rosemary or orange flavoring,-1
_402,1404042:2,Fish was overdone.,Fish,-1
_403,1404042:3,"Cute place, nice wait staff but would never go there again.",wait staff,1
_404,1404042:3,"Cute place, nice wait staff but would never go there again.",place,1
_405,1404042:3,"Cute place, nice wait staff but would never go there again.",place,-1
_406,1404042:4,Someone else recommended the dessert - we also left that.,dessert,-1
_407,1404042:5,One of us actually liked the expresso - that's it.,expresso,1
_408,1404042:6,"Skip this restaurant, it's a big disappointment.",restaurant,-1
_409,1410878:0,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,Myagi,1
_410,1410878:1,I've never had bad service and the fish is fresh and delicious.,service,1
_411,1410878:1,I've never had bad service and the fish is fresh and delicious.,fish,1
_412,1410878:2,Their tuna tartar appetizer is to die for.,tuna tartar appetizer,1
_413,1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,1
_414,1413697:2,The place is so cool and the service is prompt and curtious.,service,1
_415,1413697:2,The place is so cool and the service is prompt and curtious.,place,1
